DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Sat, 06 Aug 2016 17:29:00 -0400",Enlightened,Ice Cream,"Undeclared peanuts - packages have a base container labeled â€œMint Chocolate Chip,â€� a lid labeled â€œPeanut Butter Chocolate Chipâ€� and are filled with Peanut Butter Chocolate chip ice cream.","Beyond Better Foods, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515304.htm,
"Fri, 05 Aug 2016 11:07:00 -0400",Hospira,"0.25% BUPIVACAINE HYDROCHLORIDE INJECTION, USP",Due to the presence of particulate matter,Hospira,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515199.htm,
"Fri, 05 Aug 2016 00:00:00 -0400",Multiple brand names,Turmeric powder,Elevated lead levels,"Gel Spice, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515328.htm,
"Fri, 05 Aug 2016 00:00:00 -0400",Country Home,Gourmet Chocolate Chunk Salted Caramel Cookies,May contain small pieces of metal fragments,Country Home,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm516062.htm,
"Fri, 05 Aug 2016 00:00:00 -0400","JM Exotic Foods, Inc.",Ground Turmeric,Elevated levels of lead,"JM Exotic Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515105.htm,
"Thu, 04 Aug 2016 22:00:00 -0400",O Organics,Organic Vegetable Tray,"Undeclared egg, milk, and soy",Mann Packing,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515116.htm,
"Wed, 03 Aug 2016 00:00:00 -0400",Grassfields Cheese LLC,"Gouda, Onion ‘n Garlic, Country Dill, Leyden, Edam, Lamont Cheddar, Fait Gras and Polkton Corners Cheeses",Shiga toxin-producing E. coli (STEC),Whole Foods Market,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514967.htm,
"Tue, 02 Aug 2016 17:31:00 -0400",Teva Pharmaceuticals,Amikacin Sulfate Injection USP,Due to potential contamination with glass particulate matter,Teva Pharmaceuticals,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514656.htm,
"Mon, 01 Aug 2016 14:14:00 -0400",Comfort Shield,Barrier Cream Cloths,Due to product contamination with Burkholderia cepacia,Sage Products,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514358.htm,
"Sat, 30 Jul 2016 20:58:00 -0400",Just,Baking mixes,Salmonella,Hampton Creek,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514174.htm,
"Fri, 29 Jul 2016 15:37:00 -0400",OSSIE’s,Ready-to-eat Herring Salads,Listeria monocytogenes,SM Fish Corp.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514121.htm,
"Fri, 29 Jul 2016 08:14:00 -0400",Chapel Hill Creamery,Cheese products,Salmonella,Chapel Hill Creamery,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm513946.htm,
"Fri, 29 Jul 2016 00:00:00 -0400",Kitchen cravings,Mixed Berry Parfait and Strawberry Parfait,Undeclared (traces of) peanuts,"Kwik Trip, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514279.htm,
"Thu, 28 Jul 2016 16:07:00 -0400",Fresh Finds,Turmeric powder,Elevated lead levels,"Gel Spice, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm513844.htm,
"Thu, 28 Jul 2016 00:00:00 -0400",Watts Brothers Farms,"Organic Greens Peas, Mixed Vegetables and Super Sweet Corn",Listeria monocytogenes,Conagra Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm514090.htm,
"Tue, 26 Jul 2016 16:09:00 -0400",Meijer and Markets of Meijer,Salads and Sandwiches,Salmonella,Meijer,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm513292.htm,
"Tue, 26 Jul 2016 00:00:00 -0400",n/a,Ready-to-eat sandwiches,Listeria monocytogenes,"Let&#39;s Do Lunch, Inc. dba Integrated Food Service (IFS)",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm513290.htm,
"Mon, 25 Jul 2016 15:50:00 -0400","Gold Medal, Signature Kitchens",Flour,E. Coli,General Mills,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm513288.htm,
"Fri, 22 Jul 2016 18:32:00 -0400",Weis,"Bakery products: muffins, cookies, shortbread and baked bread items",Potential presence of small metal fragments,Weis Markets,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512762.htm,
"Fri, 22 Jul 2016 14:55:00 -0400",Kitchen cravings,Mixed Berry Parfait and Strawberry Parfait,Undeclared (traces of) peanuts,"Kwik Trip, Inc",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512744.htm,
"Fri, 22 Jul 2016 00:00:00 -0400",IQF,Cut Green Beans,Listeria monocytogenes,"JML Ingredients, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm515115.htm,
"Thu, 21 Jul 2016 00:00:00 -0400",Talon Compounding Pharmacy (TCP),HCG and Sermorelin,Lack of sterility assurance,Talon Compounding Pharmacy (TCP),http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512680.htm,
"Wed, 20 Jul 2016 16:20:00 -0400",GFS,Honey roasted peanuts,Undeclared pecans,"Krispak, Inc",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512354.htm,
"Wed, 20 Jul 2016 00:00:00 -0400",Hy-Vee,No-Salt-Added Black Beans,Potential presence of plastic and/or metal pieces,"Hy-Vee, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512511.htm,
"Wed, 20 Jul 2016 00:00:00 -0400",Peony Mark,Biscuits,Undeclared Milk and unallowed color Ponceau 4R (E124),Starway Incorporated,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512652.htm,
"Tue, 19 Jul 2016 00:00:00 -0400",Agave Dream,Cappuccino Ice cream,Listeria monocytogenes,Agave Dream,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512109.htm,
"Mon, 18 Jul 2016 21:50:00 -0400",Theo,SALTED ALMOND 70% DARK CHOCOLATE,Undeclared Milk,Undeclared Milk,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511799.htm,
"Sat, 16 Jul 2016 19:44:00 -0400",P.F. Chang’s,Home meals,Presence of small metal fragments,ConAgra Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm512050.htm,
"Fri, 15 Jul 2016 20:05:00 -0400",Rugby,"Diocto Liquid, docusate sodium solution",Burkholderia cepacia contamination,PharmaTech LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511525.htm,
"Fri, 15 Jul 2016 19:18:00 -0400",Tippin&#39;s,Key Lime Pie,Undeclared peanut,"Tippin&#39;s Gourmet Pies, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511523.htm,
"Fri, 15 Jul 2016 00:00:00 -0400","Hyvee, La Preferida and more",No-Salt-Added Black Beans,Potential presence of plastic and/or metal pieces,"Faribault Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511937.htm,
"Thu, 14 Jul 2016 16:01:00 -0400",Poppers,Mozzarella Cheese Sticks,Undeclared egg,"Monogram Appetizers, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511348.htm,
"Wed, 13 Jul 2016 21:29:00 -0400",Marie Callender&#39;s,Biscuit Mix,E. coli O121,International Commissary Corporation,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm511104.htm,
"Tue, 12 Jul 2016 00:00:00 -0400",Golden Dipt,Jalapeno Breader,E. coli O121,Kerry Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510986.htm,
"Tue, 12 Jul 2016 00:00:00 -0400",Snack Factory,Pretzel Crisps,Undeclared milk,"Baptista’s Bakery, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510965.htm,
"Mon, 11 Jul 2016 00:00:00 -0400",Betty Crocker,Cake Mix,E. coli O121,General Mills,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510899.htm,
"Mon, 11 Jul 2016 00:00:00 -0400","Alere INRatio, Alere INRatio2",Monitoring System,Patients with certain medical conditions should not be tested with the system,Alere,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510746.htm,
"Sat, 09 Jul 2016 17:57:00 -0400",Krusteaz,Pancake Mix,May be contaminated with E. coli O121,Continental Mills,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510486.htm,
"Sat, 09 Jul 2016 16:31:00 -0400",Kroger,Deluxe S&#39;mores Ice Cream,Undeclared Peanut Allergen,The Kroger Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510483.htm,
"Wed, 06 Jul 2016 10:38:00 -0400","Choklad Mork, Choklad Lingon &amp; Blabar, Godis, more",Candy,"Undeclared Milk, Almond, and/or Hazelnut","IKEA N.A. Services, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510979.htm,
"Wed, 06 Jul 2016 00:00:00 -0400",Evie&#39;s,Cheddar Potato Salad,Listeria monocytogenes,Hearn Kirkwood,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510429.htm,
"Fri, 01 Jul 2016 18:08:00 -0400",Cumberland Farms,SEA SALT CARAMEL DELIGHTS,Undeclared Peanut Allergen,Cumberland Farms,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm509757.htm,
"Fri, 01 Jul 2016 14:40:00 -0400",Dream Body,Dietary Supplement,Unapproved new drug,Dream Body Weight Loss,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm509727.htm,
"Fri, 01 Jul 2016 13:34:00 -0400","Gold Medal, Wondra, and Signature Kitchens",Flour,E. coli O121,General Mills,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm509693.htm,
"Fri, 01 Jul 2016 12:46:00 -0400",Euro,Custard Cake,Undeclared Milk,Eastland Food Corp,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm509685.htm,
"Thu, 30 Jun 2016 00:00:00 -0400",Sundae Shop,Ice Cream Dipped &quot;Variety&quot; Cones,Undeclared Peanut Allergen,Mister Cookie Face LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm509816.htm,
"Thu, 30 Jun 2016 00:00:00 -0400",General Mills,Indian Curry,Listeria monocytogenes,General Mills,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm510645.htm,
"Fri, 24 Jun 2016 16:20:00 -0400",GFS,Cheesecakes,Undeclared peanuts,The Father&#39;s Table,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508615.htm,
"Fri, 24 Jun 2016 15:37:00 -0400",Fresh Market,Smoked TFM Supreme Nut Mix Bags,Undeclared peanuts and soy,Creative Snack Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508598.htm,
"Fri, 24 Jun 2016 14:57:00 -0400","Snack Shoppe, Figi&#39;s, Nature&#39;s Mix",Snack Mixes,Due to Listeria monocytogenes contamination,"Figi’s Companies, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508590.htm,
"Fri, 24 Jun 2016 12:11:00 -0400",CHOKLAND MORK and CHOKLAND MORK 70%,Dark Chocolate Bars,"Undeclared milk, hazelnut and almond","IKEA N.A. Services, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508786.htm,
"Fri, 24 Jun 2016 00:00:00 -0400",Purina Lamb Grower,Purina Animal Nutrition LLC,Elevated Copper Levels,Purina Animal Nutrition LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508725.htm,
"Thu, 23 Jun 2016 20:37:00 -0400",Honey Maid,Mondelēz Global LLC,Undeclared peanut,Mondelēz Global LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508404.htm,
"Thu, 23 Jun 2016 20:01:00 -0400",Rad Cat,Raw cat food,"&lt;I&gt;Salmonella, Listeria monocytogenes&lt;/I&gt;","Radagast Pet Food, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508394.htm,
"Thu, 23 Jun 2016 19:36:00 -0400",Michael’s Naturopathic Programs,Dietary Supplements,Undeclared milk and soy,Michael’s Naturopathic Programs,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508390.htm,
"Thu, 23 Jun 2016 13:25:00 -0400",Atlantic Spice Co.,"Sunflower Seeds Roasted Salted, Tropical Mix and Cranberry Health Mix snacks",Listeria monocytogenes,Atlantic Spice Company Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508338.htm,
"Wed, 22 Jun 2016 18:13:00 -0400",Bolthouse Farms,Protein beverages,Due to possible spoilage,Bolthouse Farms,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508221.htm,
"Wed, 22 Jun 2016 11:50:00 -0400",Lance,Oyster crackers,Undeclared peanut,"Snyder’s – Lance, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508136.htm,
"Tue, 21 Jun 2016 21:48:00 -0400",Whole Foods Market,Raw Macadamias,Salmonella,"Marin Foods Specialties, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508045.htm,
"Tue, 21 Jun 2016 16:35:00 -0400",Al Rasheed,Sardine,Potential for botulism,Greenland Trading Corporation,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508011.htm,
"Tue, 21 Jun 2016 16:11:00 -0400",C &amp; W,Early Harvest Petite Peas and Petite Peas,Listeria monocytogenes,Pinnacle Foods Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508001.htm,
"Tue, 21 Jun 2016 12:29:00 -0400","Dutch Treat Foods, Inc.",Sweet Pea Pasta Salad,Listeria monocytogenes,"Dutch Treat Foods, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507885.htm,
"Tue, 21 Jun 2016 00:00:00 -0400",Tippin&#39;s,Key Lime Pie,Undeclared Peanut,"Tippin&#39;s Gourmet Pies, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507525.htm,
"Tue, 21 Jun 2016 00:00:00 -0400",Spartan (for cheese cake),cheese cake,Undeclared peanut,SpartanNash,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm508123.htm,
"Mon, 20 Jun 2016 00:00:00 -0400","Bountiful Harvest, First Street, Great Value, more",Frozen green peas and frozen mixed vegetables,Listeria monocytogenes,National Frozen Foods Corporation,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507535.htm,
"Sun, 19 Jun 2016 00:00:00 -0400",Integrated Food Service,Ready-To-Eat Sandwiches,Listeria monocytogenes,"Let&#39;s Do Lunch, Inc., DBA Integrated Food Service",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507583.htm,
"Sat, 18 Jun 2016 08:09:00 -0400",Whole Foods,Pesto Pasta Salad with Arugula,Listeria monocytogenes,Green Cuisine,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507532.htm,
"Fri, 17 Jun 2016 20:56:00 -0400",Muscle Milk,Multiple varieties of Muscle Milk,Potential for premature product spoilage,HP Hood LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507529.htm,
"Fri, 17 Jun 2016 19:43:00 -0400",GMJ Natural Products,"Jugo Moringa Plus Antioxidant, dietary supplement",Undeclared Milk and Soy Lecithin,GMJ Natural Products Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507523.htm,
"Fri, 17 Jun 2016 19:02:00 -0400",Earnest Eats,Dark Chocolate Almond Chewy Granola Bars,Listeria monocytogenes,Earnest Eats,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507521.htm,
"Fri, 17 Jun 2016 18:26:00 -0400",Gardner Pie Company,Cheesecakes and Key Lime Pies,Undeclared Peanut,Gardner Pie Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507520.htm,
"Fri, 17 Jun 2016 00:00:00 -0400",Fresh Express,Caesar Salad Kits,Undeclared Walnuts,Fresh Express Incorporated,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507575.htm,
"Fri, 17 Jun 2016 00:00:00 -0400",Molly &amp; Drew,Beer Bread Mix,e.coli O121,Molly &amp; Drew,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507722.htm,
"Thu, 16 Jun 2016 21:21:00 -0400",Kashi Go Lean and Bear Naked,Snack Bars and Granola,Listeria monocytogenes,Kashi Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507337.htm,
"Thu, 16 Jun 2016 20:49:00 -0400",Zupan&#39;s Markets,Macaroni Salad with Cheddar Cheese,Listeria monocytogenes,Zupan&#39;s Markets,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507331.htm,
"Thu, 16 Jun 2016 20:32:00 -0400",Globespun,4 Varieties of Flavored Wraps,Listeria monocytogenes,Essential Foods Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507326.htm,
"Thu, 16 Jun 2016 18:31:00 -0400",Crescent,Raw Pistachios,Salmonella contamination,Crescent Specialty Foods Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507309.htm,
"Thu, 16 Jun 2016 15:43:00 -0400",HelloFresh,Frozen Peas,Listeria monocytogenes,HelloFresh,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507280.htm,
"Thu, 16 Jun 2016 10:20:00 -0400",Armour Snackmakers,Keebler Animal Crackers,Undeclared Peanut Residue,Armour-Eckrich Meats LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507154.htm,
"Wed, 15 Jun 2016 17:43:00 -0400",None,Chocolate flavored cookies,Undeclared Milk,Sinosharp Import &amp; Export Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507089.htm,
"Wed, 15 Jun 2016 15:57:00 -0400",Doritos,Spicy Sweet Chili Doritos tortilla chips,Undeclared Milk,Frito-Lay,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm507071.htm,
"Tue, 14 Jun 2016 16:52:00 -0400",Tosi,Cappuccino Crunch SuperBites,Undeclared Milk &amp; Soy,Simple Health LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506790.htm,
"Tue, 14 Jun 2016 00:46:00 -0400",COMBOS,Baked Pretzel &amp; Cracker Snacks,Undeclared Peanut,MARS Chocolate North America,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506828.htm,
"Mon, 13 Jun 2016 19:45:00 -0400","Mother&#39;s, Keebler, Kellogg&#39;s Special K brownies, Murray and Famous Amos",Snacks and Cookies,Undeclared Peanut,Kellogg Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506487.htm,
"Mon, 13 Jun 2016 15:15:00 -0400",Honey Bunchies,Gourmet Honey Bars,Listeria monocytogenes,"Honey Bunchie, LLC",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506463.htm,
"Mon, 13 Jun 2016 14:47:00 -0400",Creative Snacks Co.,Sunflower Seeds and Trail Mixes,Listeria monocytogenes,Creative Snacks Co.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506455.htm,
"Fri, 10 Jun 2016 15:41:00 -0400",BOUNCE,Protein Energy Balls,Listeria monocytogenes,Bounce USA,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506306.htm,
"Fri, 10 Jun 2016 14:46:00 -0400",nogii,Nuts About Berries Paleo Bars,Listeria monocytogenes,NoGii,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506282.htm,
"Fri, 10 Jun 2016 00:00:00 -0400",Rold Gold,Pretzels,Undeclared Peanut,Frito-Lay,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506435.htm,
"Thu, 09 Jun 2016 18:58:00 -0400",DF Mavens,Chocolate Almond Fudge Frozen Bars,Undeclared Milk,Fal Foods U.S.A. Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506074.htm,
"Wed, 08 Jun 2016 19:11:00 -0400",Multiple brands,"Sunflower Kernels, Sweet &amp; Salty Mix and Cajun Hot Mix",Listeria monocytogenes,Rucker&#39;s Wholesale and Service Co,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505848.htm,
"Wed, 08 Jun 2016 15:20:00 -0400",Stuckey&#39;s,Sunflower Kernels,Listeria monocytogenes,"Taylor&#39;s Candy, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505789.htm,
"Wed, 08 Jun 2016 11:31:00 -0400",Nature Made,Adult Gummies and Tablets,Salmonella and Staphylococcus aureus,Pharmavite LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505706.htm,
"Tue, 07 Jun 2016 10:51:00 -0400",Market District,Sunflower Seeds,Listeria monocytogenes,Giant Eagle,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505678.htm,
"Tue, 07 Jun 2016 10:48:00 -0400",Market District,Sunflower Seeds,Listeria monocytogenes,Giant Eagle,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505676.htm,
"Tue, 07 Jun 2016 10:45:00 -0400",Market District,Sunflower Seeds,Listeria monocytogenes,Giant Eagle,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505672.htm,
"Tue, 07 Jun 2016 10:42:00 -0400",Market District,Sunflower Seeds,Listeria monocytogenes,Giant Eagle,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505669.htm,
"Tue, 07 Jun 2016 10:24:00 -0400",Step 2,Dietary Supplement,Undeclared Sibutramine; Unapproved New Drug,The Body Shot Bar,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505374.htm,
"Tue, 07 Jun 2016 00:00:00 -0400",Dollywood,Cajun Mix,Listeria monocytogenes,"Rucker&#39;s Makin&#39; Batch Candies, Inc",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505692.htm,
"Mon, 06 Jun 2016 10:18:00 -0400",Rold Gold,Pretzels,Undeclared Peanut,Frito-Lay,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505365.htm,
"Mon, 06 Jun 2016 00:00:00 -0400",Waffle Works,Double Chocolate Waffle Sandwiches,Undeclared Milk,Herr Foods Inc.,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505475.htm,
"Mon, 06 Jun 2016 00:00:00 -0400",SoFit,"Sunflower seeds, Pumpkin seeds, Almonds",Listeria monocytogenes,The Hershey Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506038.htm,
"Sat, 04 Jun 2016 18:54:00 -0400",MaraNatha,Sunflower Seed Butter,Listeria monocytogenes,MaraNatha,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505091.htm,
"Sat, 04 Jun 2016 18:42:00 -0400",PediaSmart,"Dairy Vanilla complete
nutrition beverage powder packaged in 12.7 ounce cans",Possible under-delivery of nutrition using included scoop,Nature&#39;s One,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505087.htm,
"Fri, 03 Jun 2016 22:18:00 -0400",Mountain Thins,Trail Mix,Listeria monocytogenes,Brown &amp; Haley,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505067.htm,
"Fri, 03 Jun 2016 20:16:00 -0400",Hostess,"Snack cakes, donuts",Undeclared peanut,Hostess Brands LLC,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505065.htm,
"Fri, 03 Jun 2016 18:08:00 -0400","Kashi, Bear Naked","Snack bars, granola, granola bars",Listeria monocytogenes,Kashi Company,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505058.htm,
"Fri, 03 Jun 2016 15:37:00 -0400",Jarlsberg,"Cheese spread, cookies and cream dessert",Undeclared eggs,Chelsea Food Services,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505034.htm,
"Fri, 03 Jun 2016 14:56:00 -0400","Hickory Harvest, IM Good, Sheetz, and others",Sunflower Kernels,Listeria monocytogenes,Hickory Harvest Foods,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505016.htm,
"Fri, 03 Jun 2016 14:31:00 -0400",Atkins,Various Bar Products,Listeria monocytogenes,"Atkins Nutritionals, Inc.",http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm505251.htm,
"Fri, 03 Jun 2016 11:01:00 -0400",Bayou Brothers,Creole sauce,Undeclared fish,Bayou Brothers,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm504919.htm,
"Fri, 03 Jun 2016 00:00:00 -0400",Post,"Great Grains Protein Blend – Honey, Oats &amp; Seeds cereal",Listeria monocytogenes,Post Consumer Brands,http://wayback.archive-it.org/7993/20170406194105/https://www.fda.gov/Safety/Recalls/ucm506257.htm,
