DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Thu, 14 Jul 2011 00:00:00 -0400",Whole Foods,Pies,Undeclared milk ingredient,Willamette Valley Fruit Company,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm263156.htm,
"Wed, 13 Jul 2011 00:00:00 -0400",Via Xtreme,Via Xtreme Ultimate Sexual Enhancer Dietary Supplement For Men,Contains undeclared drug ingredients,Global Wellness LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm263025.htm,
"Thu, 07 Jul 2011 00:00:00 -0400",Whole Foods Market,Croissants,Undeclared eggs,Posh Bakery,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2011/ucm262357.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2011/ucm262433.htm
"Fri, 01 Jul 2011 13:40:00 -0400",Evergreen Produce,Sprouts,Salmonella,"Evergreen Fresh Sprouts, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261706.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261713.htm
"Tue, 28 Jun 2011 16:12:00 -0400",Risvold’s Inc.,Seafood Pasta and Seafood Salad,"Undeclared milk, sunflower, sesame, and soy","Risvold’s Salads, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261218.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261220.htm
"Tue, 28 Jun 2011 00:00:00 -0400",McNeil Consumer Healthcare,"TYLENOL, Extra Strength Caplets, 225 count","Uncharacteristic odor linked to trace amounts of 2,4,6 tribromoanisole",McNeil Consumer Healthcare,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261498.htm,
"Mon, 27 Jun 2011 19:00:00 -0400","Cat Chow, Friskies",Dry Cat Food,Salmonella,Nestlé Purina PetCare Company,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261072.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261203.htm
"Fri, 24 Jun 2011 18:44:00 -0400",Endocet,"Endocet (oxycodone/acetaminophen, USP) Tablets",Some bottles contain different strength tablets,Endo Pharmaceuticals,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260826.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260976.htm
"Fri, 24 Jun 2011 17:52:00 -0400",Kandy,Cantaloupe,Salmonella,Eagle Produce LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260820.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260821.htm
"Fri, 24 Jun 2011 00:00:00 -0400","UCC, Taitan",Instant Drink Mix,Undeclared milk protein,"JFC International, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261058.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm261060.htm
"Fri, 24 Jun 2011 00:00:00 -0400",Qualitest,"Butalbital, Acetaminophen, and Caffeine Tablets USP; Hydrocodone Bitartrate and Acetaminophen  Tablets, USP",Recalled bottles may contain incorrect tablets,Qualitest Pharmaceuticals,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260837.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260838.htm
"Wed, 22 Jun 2011 00:00:00 -0400",Dole,Salad,Listeria monocytogenes,Dole Fresh Vegetables,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260501.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260502.htm
"Wed, 22 Jun 2011 00:00:00 -0400",Nature Relief,Instant Wart and Mole Remover,Can cause burns,Nature Relief,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260817.htm,
"Fri, 17 Jun 2011 17:43:00 -0400","Ortho-McNeil-Janssen Pharmaceuticals, Inc.  and Patriot Pharmaceuticals, LLC","RISPERDAL, 3mg tablets and risperidone, 2mg tablets","Uncharacteristic odor thought to be caused by trace amounts of 2,4,6 tribromoanisole","Ortho-McNeil-Janssen Pharmaceuticals, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259820.htm,
"Fri, 17 Jun 2011 17:04:00 -0400",Earth Fare,Spicy Bean Burger,Salmonella,Earth Fare,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259822.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm260086.htm
"Thu, 16 Jun 2011 20:22:00 -0400",Bariatric Advantage,Vitamins,Undeclared milk,Bariatric Advantage,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259587.htm,
"Thu, 16 Jun 2011 00:00:00 -0400",Baltic Coast,Herring Fish in Salt Water,Clostridium Botulinum,"TGF Production, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259818.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259821.htm
"Thu, 16 Jun 2011 00:00:00 -0400",Publix,Salad Dressing,"Undeclared fish, soy, gluten","Ken&#39;s Foods, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259674.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259675.htm
"Wed, 15 Jun 2011 18:49:00 -0400",Queso Fresco,Cheese,Staphylococcus Aureus,Quesos CentroAmericano Corp.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259411.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259871.htm
"Wed, 15 Jun 2011 00:00:00 -0400",American Regent,"Concentrated Sodium Chloride Injection, USP, 23.4%, 30 mL Single Dose Vial",Some vials contain visible particulates,American Regent,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259312.htm,
"Tue, 14 Jun 2011 15:59:00 -0400",Royal Blue Stilton,Cheese,Listeria monocytogenes,Atalanta Corporation,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259115.htm,
"Mon, 13 Jun 2011 00:00:00 -0400",Bedford Laboratories,"Indomethacin for Injection, USP, 1mg Single Dose Vial",Some of the vials may contain particulate matter,Bedford Laboratories,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm259237.htm,
"Tue, 07 Jun 2011 00:00:00 -0400","CVS, Equate, Kaiser, more",Vitamins,Undeclared Fish,US Nutrition,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258317.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258322.htm
"Mon, 06 Jun 2011 18:00:00 -0400",Bratz,Bratz Makeup Design Sketch Book,Contaminated with Staphylococcus warneri and Staphylococcus intermedius,MGA Entertainment,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258088.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258089.htm
"Mon, 06 Jun 2011 00:00:00 -0400",Datascope Corp. System,Intra-Aortic Balloon Pumps,Manufactured with an affected power supply,Datascope Corp/Maquet,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258049.htm,
"Mon, 06 Jun 2011 00:00:00 -0400",Via Xtreme,Dietary Supplement,Undeclared drug ingredients,Global Wellness LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258055.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258057.htm
"Mon, 06 Jun 2011 00:00:00 -0400",American Regent,Methyldopate HCl Injection,Some of the vials contain translucent visible particles consistent with glass delamination,American Regent,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258064.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258070.htm
"Mon, 06 Jun 2011 00:00:00 -0400",Kashi,Frozen pizzas,Possible plastic fragments,Kashi,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258012.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm258014.htm
"Sat, 04 Jun 2011 18:06:00 -0400",Simply Thick,Thickening Gel,The firm failed to file with the FDA a scheduled process designed to ensure that vegetative cells (harmful bacteria) of possible public health significance are destroyed during the manufacturing process,Simply Thick,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257841.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257842.htm
"Fri, 03 Jun 2011 17:27:00 -0400",Bravo!,,Salmonella contamination,Bravo!,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257833.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257835.htm
"Wed, 01 Jun 2011 22:09:00 -0400",Azar Mountain Trail Mix,Trail Mix,Undeclared Milk,Azar Nut Company,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257586.htm,
"Wed, 01 Jun 2011 00:00:00 -0400",Aidapak Services,"abacavir tablets, acarbose tablets, more",penicillin contamination,"Aidapak Services, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257704.htm,
"Wed, 01 Jun 2011 00:00:00 -0400","Dressing Change Kit, Central Line Dressing Kit, PICC Insertion Tray, more",Convenience kits (Skin-Prep Wipes ),bacterial contamination,Churchill Medical Systems,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257809.htm,
"Sat, 28 May 2011 00:00:00 -0400",Primal pet foods,Cat Food,Salmonella,Primal pet foods,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257160.htm,
"Thu, 26 May 2011 00:00:00 -0400","Southern Home, Shurfine, Food Club, more",Onion Ring,Undeclared Milk and egg,"Transpecos Foods, LP",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm257122.htm,
"Tue, 24 May 2011 15:59:00 -0400",Slim Xtreme Herbal Slimming Capsule,Dietary Supplement,Undeclared Drug Ingredient,"Globe All Wellness, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256649.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256651.htm
"Tue, 24 May 2011 00:00:00 -0400",Dr Snack Brand Choco Raisin,Candy,Undeclared Peanuts,BCS International Corp.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256740.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256742.htm
"Fri, 20 May 2011 17:00:00 -0400",Nazareth,Cheese,Listeria monocytogenes,Atalanta Corp.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256251.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256252.htm
"Fri, 20 May 2011 00:00:00 -0400",Philips,FilterLine H Set and Vitaline H Set Sampling Lines (infant and neonatal sized),Dislodged plastic strands may be found within the airway adapter which may then become inhaled by the patient,Philips,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256261.htm,
"Fri, 20 May 2011 00:00:00 -0400",Narala Bakery,Cake,Undeclared Eggs,Narala Bakery,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256439.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256441.htm
"Thu, 19 May 2011 00:00:00 -0400",Shabtai Gourmet,Cake,Undeclared Egg,Cinderella Sweets,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256075.htm,
"Thu, 19 May 2011 00:00:00 -0400",Pentrexyl Forte Natural,Dietary supplement capsules,Labeling may confuse consumers to believe that product is an antibiotic drug,Phoenix Import &amp; Distribution LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256058.htm,
"Thu, 19 May 2011 00:00:00 -0400",American Regent,"Sterile Water for Injection, USP, 50 mL Single Dose Vial",May contain particulate matter,"American Regent, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256061.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm256065.htm
"Wed, 18 May 2011 15:20:00 -0400",Quenby Hall Blue Stilton,Cheese,Listeria monocytogenes,"Schratter Foods, Incorporated",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255878.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255880.htm
"Tue, 17 May 2011 17:50:00 -0400",Digger&#39;s Natural Chews,Pig Ear Pet Treats,Salmonella,"Boss Pet Products, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255726.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255727.htm
"Tue, 17 May 2011 16:33:00 -0400","PrimeTime, KC Beefhide",Pig Ears,Salmonella,"Blackman Industries, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255709.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255715.htm
"Fri, 13 May 2011 11:59:00 -0400",Shabtai Gourmet,Cookies,Undeclared Egg,Cinderella Sweets,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255345.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255346.htm
"Thu, 12 May 2011 00:00:00 -0400","Mann&#39;s, Safeway&#39;s Eating Right",Vegetable products containing tomatoes,Salmonella,"Mann Packing Co., Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255379.htm,
"Thu, 12 May 2011 00:00:00 -0400",Pentrexyl Forte Natural,Dietary supplement capsules,Labeling may confuse consumers to believe that product is an antibiotic drug,Phoenix Import &amp; Distribution LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255324.htm,
"Tue, 10 May 2011 19:44:00 -0400",Goodness Gardens,Chives,Listeria monocytogenes,"Goodness Gardens, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254900.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254901.htm
"Tue, 10 May 2011 14:21:00 -0400","Doctor’s CarbRite Diet, Universal Hi Protein",Diet Bars and Protein Bars,Undeclared Peanut Allergen,Doctor’s CarbRite Diet,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254821.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254834.htm
"Tue, 10 May 2011 00:00:00 -0400","Entenmann&#39;s, Bimbo",Donuts,Off-smell and possible mold growth,"Bimbo Bakeries USA, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255026.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255036.htm
"Tue, 10 May 2011 00:00:00 -0400",Oberweis Dairy,Brownie Fudge Twirl Ice Cream,Undeclared Egg,"Oberweis Dairy, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255024.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm255030.htm
"Mon, 09 May 2011 14:29:00 -0400",ROCHE BROS,Grape tomatoes,Salmonella,"Del Monte Fresh Produce N.A., Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254610.htm,
"Mon, 09 May 2011 14:08:00 -0400","M. Vermex, Pentreximil Plus, Terramocina, Others",Dietary supplements,May be labeled as antibiotic drugs,"Multi-Mex Distributor, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254605.htm,
"Sat, 07 May 2011 00:00:00 -0400","Safeway&#39;s Eating Right, Mann&#39;s",Vegetable products containing tomatoes,Salmonella,"Mann Packing Co., Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254904.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254907.htm
"Fri, 06 May 2011 19:58:00 -0400",Target Market Pantry,Cookies,Undeclared Milk,"Ralcorp Frozen Bakery Products, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254544.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254545.htm
"Thu, 05 May 2011 22:22:00 -0400","Tender Crust, Allsup&#39;s, Lowe&#39;s, more",Breads,Undeclared allergens,"Tri-State Bakery, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254306.htm,
"Thu, 05 May 2011 00:00:00 -0400",American Regent,"Caffeine &amp; Sodium Benzoate Injection, USP, 250 mg/mL, 2 mL Single Dose Vial",May contain particulates prior to expiration date,"American Regent, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254287.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254294.htm
"Thu, 05 May 2011 00:00:00 -0400",GFS,GFS Pecan Pieces,Undeclared Walnuts,Nut Bar Company Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254393.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254403.htm
"Thu, 05 May 2011 00:00:00 -0400","Fancy Sweet, Cutie Brand, Cherry Berries",Grape tomatoes,Salmonella,"Northeast Produce, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254548.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254976.htm
"Wed, 04 May 2011 00:00:00 -0400",Safeway,Kabobs Made with Grape Tomatoes,Salmonella,Safeway,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254064.htm,
"Wed, 04 May 2011 00:00:00 -0400",Mountain Pure,Bottled Drinking Water,Biological Contamination - Mold,Mountain Pure,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254580.htm,
"Wed, 04 May 2011 00:00:00 -0400","Albertsons, Raley’s, Safeway, Others",Grape Tomatoes,Salmonella,"Taylor Farms Pacific, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2011/ucm254285.htm,
"Tue, 03 May 2011 17:18:00 -0400",#1 Gluten Free,Cake Mix,Undeclared Milk,Raymond-Hadley Corporation,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253908.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253909.htm
"Tue, 03 May 2011 00:00:00 -0400","Cobblestone Mills, Natural Grains, Nature&#39;s Own, more",Bread and muffins,May contain small pieces of metal,Flowers Foods,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254434.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm254437.htm
"Tue, 03 May 2011 00:00:00 -0400","From the Vine, Trader Joe&#39;s, Sunset",Grape Tomatoes,Salmonella,"Mastronardi Produce, Ltd.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253995.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253998.htm
"Tue, 03 May 2011 00:00:00 -0400",Keys Manufacturing Company,Pig Ears for Pet Treats,Salmonella,"Keys Manufacturing Company, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253997.htm,
"Mon, 02 May 2011 18:56:00 -0400","Albertsons, Raley’s, Safeway, Others",Grape Tomatoes,Salmonella,"Taylor Farms Pacific, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253580.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253925.htm
"Mon, 02 May 2011 15:53:00 -0400",Bristol-Myers Squibb,Coumadin Tablets,May contain higher than labeled amount of coumadin,Bristol-Myers Squibb,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253523.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253770.htm
"Mon, 02 May 2011 00:00:00 -0400",Les Fumoirs Gaspe Cure,Salted Smoked Split Herring,Clostridium botulinum,"Porky Products, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253888.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253894.htm
"Sat, 30 Apr 2011 00:00:00 -0400",Thai Kitchen and Simply Asia,"Thai Kitchen Noodle Carts (Sweet Citrus Ginger, Thai Peanut, and Spicy Thai Basil) and Simply Asia Noodle Bowl (Roasted Peanut)",Undeclared Milk,"Simply Asia Foods, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253442.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253444.htm
"Fri, 29 Apr 2011 17:40:00 -0400",Satur Farms,Cilantro,Salmonella,Satur Farms,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253360.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253364.htm
"Fri, 29 Apr 2011 00:00:00 -0400","Lifeline AED, ReviveR AED",DDU-100 series semi-automatic external defibrillators,Potential equipment failure or malfunction,"Defibtech, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253582.htm,
"Fri, 29 Apr 2011 00:00:00 -0400","Quinault Pride, Quinault Tribal Enterprises",Canned Seafood Products,Processed without following food safety requirements,Quinault Tribal Enterprises,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253372.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253552.htm
"Fri, 29 Apr 2011 00:00:00 -0400",Cherry Berry,Cherry Tomatoes,Salmonella,Six L&#39;s,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253583.htm,
"Thu, 28 Apr 2011 23:34:00 -0400",Regenerect,Regenerect Dietary Supplement,Contains undeclared drug ingredient sulfoaildenafil,"Ethos Environmental, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253123.htm,
"Thu, 28 Apr 2011 00:00:00 -0400",RAW Organic,Food Bars,Undeclared peanut protein,"Organic Food Bar, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253358.htm,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm253584.htm
