Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","72173","Terminated","Del Monte Fresh Produce N A Inc","6311 Deramus Ave","","Kansas City","MO","	64120-1358","United States","Voluntary: Firm Initiated","Telephone","Texas, Oklahoma, Arkansas, Kansas","F-0436-2016","Class I","Cross Valley Farms cucumbers, 24 count corrugated carton","2356 cases","Possible contamination with Salmonella.","09/10/2015","12/28/2015","04/12/2016","01/06/2016","7563200"
"Devices","No","","72542","Completed","Trumpf Medical Systems, Inc.","1046 Legrand Blvd","","Charleston","SC","	29492-7672","United States","Voluntary: Firm Initiated","Letter","USA  (nationwide) Distribution to the states of : AL, AK, AZ, CA,  CO,  CT,  DE,  FL, GA,  ID,  IL, IN, IA, KY, ME, MA,  MN, MO, NE, NV, NJ,  NM, NY,  NC,  ND,  OH, OR,  PA,  SC, TN, TX, UT,  VA,  VT,  WA,  WI and WY., and Internationally to Canada.","Z-0563-2016","Class II","Ceiling Mounted Surgical Light System TruLight 3000/5000 and Ceiling Mounted Surgical Light System iLED3/iLED5","20,713","The firm has received 15 complaints over ten years related to the connection of the spring arm to the top horizontal arm of the lighting system that while positioning the light head enabled the spring arm and light head to fall.","11/02/2015","12/31/2015","","01/06/2016","4028110 - iLED Single; 4028210 - iLED duo; 4028310 - iLED trio/quad; 4038110 - TruLight single; 4038210 - TruLight duo; 4038310 - TruLight trio/quad; 1565068 - iLED single (TUSM); 1565160 - iLED duo (TUSM); 1565161 - iLED trio/quad (TUSM); 1574759 - TruLight single (TUSM); 1574850 - TruLight duo (TUSM); 1574851 - TruLight trio/quad (TUSM)"
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0526-2016","Class II","Pedi MVI a) 5 mL, b) 10 mL syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","73 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0527-2016","Class II","Heparin injection, Preservative Free, a) 280 units/0.28 mL, b) 350 units/0.35 mL syringe, c) 440 units/0.44 mL, d) 500 units/0.5 mL syringe, e) Heparin 800 units/0.8 f) Heparin 2300 units/2.3 mL syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","49 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0528-2016","Class II","Vancomycin Injection in NS, Accuflo bag, a) 500 mg/NS 100 mL, b)1G/NS 100 mL, c) Vancomycin 1G/NS 250 mL, d) 1.5G/NS 250 mL e) 750 mg/NS 100 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","95 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0529-2016","Class II","Piperacillin/Tazobactam (Zosyn)  Accuflo bag, a) 18 g/NS 275 mL  b) 4.5 g/NS 100 mL Accuflo, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","26 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0530-2016","Class II","Invanz 1 g/NS 100 mL Minibag Plus, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","52 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0531-2016","Class II","L-Cysteine 800 mg (16 mL) syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","14 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0532-2016","Class II","Primaxin (Imipenem-Cilastatin) 500 mg/NS 100 mL Minibag Plus, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","40 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0533-2016","Class II","Cefazolin in Accuflo bags, a) 1g/NS 25 mL, b) 2g/NS 25 mL, c) 8g/NS 275 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045 Lack","34 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0534-2016","Class II","Dextrose 5% and 0.45% Sodium Chloride with KCl 20 mEq 1000 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","1 bag","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0535-2016","Class II","0.9% NaCl 1000 mL with Ca 4.65 meq bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","7 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0536-2016","Class II","Meropenem 1 g/NS 100 mL Minibag Plus, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","35 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0537-2016","Class II","Oxacillin 12 g/NS 270 mL-24 hr Accuflo bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","14 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0538-2016","Class II","Milrinone 0.375 mcg/kg/min D5W bag a) 365 mL, b) 400 mL c) 430 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","19 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0539-2016","Class II","Ceftriaxone 2g/NS 100 mL Minibag Plus, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","46 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0540-2016","Class II","IVIG Gamunex 40 gm (400 mL) Bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","1 bag","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0541-2016","Class II","Phytonadione (Vitamin K) 1 mg/0.1mL Syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","20 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0542-2016","Class II","Thiamine 100 mg (1 mL) syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","23 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0543-2016","Class II","Folic Acid 1 mg/0.2 mL syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","23 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0544-2016","Class II","Sodium Ascorbate (Vitamin C) syringe, a) 500 mg/1 mL syringe, b)1000 mg/2 mL c) 800 mg/1.6 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","30 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0545-2016","Class II","Insulin Regular (Human) syringe, a)15 unit/0.15 mL, b) 24 unit/0.24mL syringe, c) 50 unit/0.5 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","23 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0546-2016","Class II","Famotidine injection syringe a) 10 mg/1 mL  b) 80 mg/8 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","21 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0547-2016","Class II","IVIG Gammagard injection bag, a) 13 gm, b) 20 gm, c) 73 gm, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","5 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0548-2016","Class II","Teflaro 600 mg in 100 mL NS Minibag Plus,Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","63 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0549-2016","Class II","Gentamicin 14.4 mg/sodium chloride 0.9% 30 mL Prefilled syringe, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","27 syringes","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0550-2016","Class II","Clindamycin injection, Accuflo bag, a) 500 mg/NS 50 mL  b) 900 mg/NS 100 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","30 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0551-2016","Class II","Nafcillin 12 gm in NS 500 mL bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","7 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0552-2016","Class II","Remicade (Infliximab) injection, 5 mg/kg bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","1 bag","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0553-2016","Class II","Tobramycin 620 mg/NS 100 mL Accuflo, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","7 Accuflo bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0554-2016","Class II","Cefepime 1 g/NS 100 mL Minibag Plus, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","26 Minibags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0555-2016","Class II","Dextrose 5% and 0.9% Sodium Chloride injection bag a) 1000 mL,  b) 3000 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","9 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0556-2016","Class II","0.9% Sodium Chloride injection bag, a) 500 mL, b)1000 mL c)2000 mL Bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","43 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0557-2016","Class II","0.9% Sodium Chloride/MVI injection 2000 mL Bag, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","7 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Drugs","No","","72594","Terminated","Walgreens Infusion Services","14220 Northbrook Dr Ste 100B","","San Antonio","TX","	78232-5045","United States","Voluntary: Firm Initiated","Letter","Texas","D-0558-2016","Class II","3-in-1 TPN formula daily+overfill Bag, 2000 mL, Rx Only, Compounded by Option Care 148, San Antonio, TX 78232-5045","87 bags","Lack of Assurance of Sterility","11/10/2015","12/30/2015","10/18/2017","01/06/2016","All lots within expiry."
"Devices","No","","72658","Terminated","Biomet 3i, LLC","4555 Riverside Dr","","Palm Beach Gardens","FL","	33410-4200","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Worldwide Distribution - US Distribution including Puerto Rico., and to the states of : CA, CO, FL, IL, MA, MI, MO, NY, OH, SC, TX, VA, WI, WV and Hawaii.,  and to the countries of :  Australia, Germany, France, Greece, Northern Mariana Islands, Taiwan and Uruguay.","Z-0564-2016","Class II","Radiographic Transparency for Certain and External Connection Tapered Implants.  Images that assist with measurements for dental implants.","686","Images contained within radiographic transparency ART 1036 are undersized.","11/16/2015","12/31/2015","12/14/2016","01/06/2016","Model Number:  ART 1036, Rev. C 03/13; Purchase Order # 184427."
"Devices","No","","72661","Terminated","Merge Healthcare, Inc.","900 Walnut Ridge Dr","","Hartland","WI","	53029-8347","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in the states of IL, NC, and VT.","Z-0554-2016","Class II","Merge Hemo with software versions 10.0 LA.    Merge Hemo (formerly named HeartSuite Hemodynamics) monitors, measures, and records physiologic data from a human patient undergoing a cardiac catheterization procedure.   ","2","The firm, Merge Healthcare, sent out Merge HEMO V10.0 & Merge CARDIO V10.1 software to 3 customers before the product was completely validated in house.","10/26/2015","12/28/2015","07/22/2016","01/06/2016","Merge Hemo with software versions 10.0 LA"
"Devices","No","","72661","Terminated","Merge Healthcare, Inc.","900 Walnut Ridge Dr","","Hartland","WI","	53029-8347","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in the states of IL, NC, and VT.","Z-0555-2016","Class II","Merge Cardio with software version 10.1 LA.","1","The firm, Merge Healthcare, sent out Merge HEMO V10.0 & Merge CARDIO V10.1 software to 3 customers before the product was completely validated in house.","10/26/2015","12/28/2015","07/22/2016","01/06/2016","Merge Cardio with software version 10.1 LA.    Merge Cardio is intended to allow users to review diagnostic and non-diagnostic quality images."
"Food","No","","72668","Terminated","Ehrmann Arizona Dairy Llc","1285 W Gila Bend Hwy","","Casa Grande","AZ","	85193-3802","United States","Voluntary: Firm Initiated","E-Mail","Distribution to ALDI distribution centers for their stores only.  U.S. distribution to the following; IL, PA, TX, MD, MN, IN, FL, OH, GA, TN, WI, MO, KS, NC, PA, CT, NY, MI","F-0336-2016","Class II","Friendly Farms   Greek   Peach Parfait  Nonfat Yogurt  net wt. 5.3 oz (150g)    Distributed by ALDI Inc., Batavia, IL 60510  ","237,184 cups","Ehrmann Arizona Dairy, LLC is recalling Friendly Farm Greek Peach Parfait due to the cups displaying gluten free logo when the ingredients state that the granola contains wheat flakes.","11/13/2015","12/28/2015","02/19/2016","01/06/2016","Batch #, Best By Date  6047, 11/9/2015  7673, 11/15/2015  9708, 11/23/2015  1093, 11/29/2015  3117, 12/7/2015  4476, 12/13/2015  5679, 12/19/2015  7698, 12/27/2015  9371, 1/3/2016"
"Devices","No","","72712","Terminated","Aesculap, Inc.","3773 Corporate Pkwy","","Center Valley","PA","	18034-8217","United States","Voluntary: Firm Initiated","Letter","US Distribution to state of: NY.","Z-0566-2016","Class II","Valve XS Atrium Retractor  FC429R  52154756    The Valve XS Atrium Lift Retractor is used in heart surgery. The retractor is used for the temporary dilation of the left atrium in mitral valve surgery and for assistance in tricuspid valve surgery.","41","AAG received a customer complaint that corrosion had been found by a hospitals central sterile service department on the ball joint of an FC424R blade. Investigation revealed that the corrosion was due to incorrect material used in the manufacturing of the disk spring of the ball joint by the supplier","11/17/2015","12/31/2015","10/13/2016","01/06/2016","Product Information All lots affected   Product Description  FC424R Valve XS Atrium Lift Ret. Blade50X35  FC425R Valve XS Atrium Lift Ret. Blade60X35  FC426R Valve XS Atrium Lift Ret. Blade70X35  FC428R Valve XS Atrium Lift Ret. Blade50X45  FC429R Valve XS Atrium Lift Ret. Blade60X45  FC430R Valve XS Atrium Lift Ret. Blade70X45  FC431R Valve XS Atrium Lift Ret. Blade25X20  FC432R Valve XS Atrium Lift Ret. Blade25X25  FC433R Valve XS Atrium Lift Ret. Blade40X25  FC434R Valve XS Atrium Lift Ret. Blade50X25  FC435R Valve XS Atrium Lift Ret. Blade25X40  FC436R Valve XS Atrium Lift Ret. Blade25X50  FC420R Valve XS Atrium Lift Ret. Blade Complete Set"
"Devices","No","","72760","Terminated","Biomerieux Inc","595 Anglum Rd","","Hazelwood","MO","	63042-2320","United States","Voluntary: Firm Initiated","Letter","US Distribution to states of: CA, GA, IN, MA, MN, MO, NY, OH and PA.","Z-0556-2016","Class II","Granada Biphasic Broth    The product is a selective medium for the screening and identification of Streptococcus agalactiae in pregnant women using clinical specimens.","24 cartons","FDA has determined that the product requires 510(k) clearance to continue marketing/distribution in the United States.","11/23/2015","12/29/2015","02/24/2016","01/06/2016","REF 42722 - Lot Numbers 896, 897 & 899"
"Devices","No","","72779","Terminated","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) Distribution and to the countries of :  Austria, Belgium, Brazil, Canada, Germany, Italy, Japan, Kazakhstan, Kuwait, Mexico, Myanmar, Netherlands, Norway, Panama, Poland, Portugal, Romania, Russian Federation, Spain, Taiwan, Thailand and United Kingdom.","Z-0558-2016","Class II","MicroScan Pos Combo Panel Type 21, Part No. B1017-201    MicroScan Pos (Positive) panels are designed for use in determining antimicrobial agent susceptibility and/or identification to the species level of rapidly growing aerobic and facultative gram-positive cocci, some fastidious aerobic gram-positive cocci and Listeria monocytogenes.","284 units total (96 units in US)","Beckman Coulter has confirmed falsely negative results for Voges-Proskauer (VP) (pale-pink/brown/colorless) with Quality Control (QC) American Type Culture Collection (ATCC) organism Staphylococcus aureus ATCC 29213 in a portion of affected lots of MicroScan Pos Combo and MicroScan Pos Breakpoint Combo panels. The expected result is positive.","12/01/2015","12/30/2015","07/29/2016","01/06/2016","2016-05-05  Part No. B1017-201"
"Devices","No","","72779","Terminated","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) Distribution and to the countries of :  Austria, Belgium, Brazil, Canada, Germany, Italy, Japan, Kazakhstan, Kuwait, Mexico, Myanmar, Netherlands, Norway, Panama, Poland, Portugal, Romania, Russian Federation, Spain, Taiwan, Thailand and United Kingdom.","Z-0559-2016","Class II","MicroScan Pos Combo Panel Type 33, Part No. B1017-211    MicroScan Pos (Positive) panels are designed for use in determining antimicrobial agent susceptibility and/or identification to the species level of rapidly growing aerobic and facultative gram-positive cocci, some fastidious aerobic gram-positive cocci and Listeria monocytogenes.","2,706 units total (1,276 units in US)","Beckman Coulter has confirmed falsely negative results for Voges-Proskauer (VP) (pale-pink/brown/colorless) with Quality Control (QC) American Type Culture Collection (ATCC) organism Staphylococcus aureus ATCC 29213 in a portion of affected lots of MicroScan Pos Combo and MicroScan Pos Breakpoint Combo panels. The expected result is positive.","12/01/2015","12/30/2015","07/29/2016","01/06/2016","2016-04-29  2016-05-04  Part No. B1017-211"
"Devices","No","","72779","Terminated","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) Distribution and to the countries of :  Austria, Belgium, Brazil, Canada, Germany, Italy, Japan, Kazakhstan, Kuwait, Mexico, Myanmar, Netherlands, Norway, Panama, Poland, Portugal, Romania, Russian Federation, Spain, Taiwan, Thailand and United Kingdom.","Z-0560-2016","Class II","MicroScan Pos Combo Panel Type 34, Part No. B1017-214    MicroScan Pos (Positive) panels are designed for use in determining antimicrobial agent susceptibility and/or identification to the species level of rapidly growing aerobic and facultative gram-positive cocci, some fastidious aerobic gram-positive cocci and Listeria monocytogenes.","1,324 units total (1,215 units in US)","Beckman Coulter has confirmed falsely negative results for Voges-Proskauer (VP) (pale-pink/brown/colorless) with Quality Control (QC) American Type Culture Collection (ATCC) organism Staphylococcus aureus ATCC 29213 in a portion of affected lots of MicroScan Pos Combo and MicroScan Pos Breakpoint Combo panels. The expected result is positive.","12/01/2015","12/30/2015","07/29/2016","01/06/2016","2016-04-29  2016-05-06  Part No. B1017-214"
"Devices","No","","72779","Terminated","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) Distribution and to the countries of :  Austria, Belgium, Brazil, Canada, Germany, Italy, Japan, Kazakhstan, Kuwait, Mexico, Myanmar, Netherlands, Norway, Panama, Poland, Portugal, Romania, Russian Federation, Spain, Taiwan, Thailand and United Kingdom.","Z-0561-2016","Class II","MicroScan Pos Breakpoint Combo Panel Type 20, Part No. B1017-202    MicroScan Pos (Positive) panels are designed for use in determining antimicrobial agent susceptibility and/or identification to the species level of rapidly growing aerobic and facultative gram-positive cocci, some fastidious aerobic gram-positive cocci and Listeria monocytogenes.","751 units total (701 units in US)","Beckman Coulter has confirmed falsely negative results for Voges-Proskauer (VP) (pale-pink/brown/colorless) with Quality Control (QC) American Type Culture Collection (ATCC) organism Staphylococcus aureus ATCC 29213 in a portion of affected lots of MicroScan Pos Combo and MicroScan Pos Breakpoint Combo panels. The expected result is positive.","12/01/2015","12/30/2015","07/29/2016","01/06/2016","2016-04-30  Part No. B1017-202"
"Devices","No","","72779","Terminated","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) Distribution and to the countries of :  Austria, Belgium, Brazil, Canada, Germany, Italy, Japan, Kazakhstan, Kuwait, Mexico, Myanmar, Netherlands, Norway, Panama, Poland, Portugal, Romania, Russian Federation, Spain, Taiwan, Thailand and United Kingdom.","Z-0562-2016","Class II","MicroScan Pos Breakpoint Combo Panel Type 23, Part No. B1017-206    MicroScan Pos (Positive) panels are designed for use in determining antimicrobial agent susceptibility and/or identification to the species level of rapidly growing aerobic and facultative gram-positive cocci, some fastidious aerobic gram-positive cocci and Listeria monocytogenes.","715 units total (616 units in US)","Beckman Coulter has confirmed falsely negative results for Voges-Proskauer (VP) (pale-pink/brown/colorless) with Quality Control (QC) American Type Culture Collection (ATCC) organism Staphylococcus aureus ATCC 29213 in a portion of affected lots of MicroScan Pos Combo and MicroScan Pos Breakpoint Combo panels. The expected result is positive.","12/01/2015","12/30/2015","07/29/2016","01/06/2016","2016-05-06  Part No. B1017-206"
