Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Food","No","","70493","Terminated","JCB Flavors, LLC","601 Madison Ave","","Sullivan","WI","	53178-9798","United States","Voluntary: Firm Initiated","Letter","WI, IL, MN, CA, IN,  NJ, AR.","F-2136-2015","Class II","JCB FLAVORS, LLC, Product Code 1945 / 2455, Southwestern Seasoning Rub,   9  x 1.36 lb. jar,   UPC: 851927002895, 851927002901.   ","1040 lbs total from all products","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.","01/08/2015","04/29/2015","07/05/2017","05/06/2015","Lot Codes: 0822140402, 1028140406 ."
"Food","No","","70493","Terminated","JCB Flavors, LLC","601 Madison Ave","","Sullivan","WI","	53178-9798","United States","Voluntary: Firm Initiated","Letter","WI, IL, MN, CA, IN,  NJ, AR.","F-2137-2015","Class II","JCB FLAVORS, LLC, Product Code 8103021604, 8109941606, 81099425, 8109943212,  11050201, 11050202, 11050209,,Taco Seasoning ,""6 x 6.8 lb jug , 25 lb. bulk, , 12x 1.42 lb jar,  4 x 7 lb jug,  1x 7 lb jug, UPC  66049243823, 66049243807, 6604924382, 014641000602, 01464100596.    ","1040 lbs total from all products.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.","01/08/2015","04/29/2015","07/05/2017","05/06/2015","Lot Codes: 0806140401, 0814140202  0822140405,  0828140201 0829140201, 0829140701, 0918140202,  1006140402,1010140202,  1021140401,  1022140407, 1023140601, 1027140602, 1110140201, 1124140205.  1202140401, 12003140204, 1203140204 1212140401  1119140401, 1014140403, 1215140601 ."
"Food","No","","70493","Terminated","JCB Flavors, LLC","601 Madison Ave","","Sullivan","WI","	53178-9798","United States","Voluntary: Firm Initiated","Letter","WI, IL, MN, CA, IN,  NJ, AR.","F-2138-2015","Class II","JCB FLAVORS, LLC, Product Code 8111041606, 81110425, 8111043212, NSLP 140 TACO SEASONING  ,6x 6.8 lb jug, 25 lb bulk, 12x 1.43 lb jar, 66049216423, 66049216465, 66049216425.  ","1040 lbs total from all products","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.","01/08/2015","04/29/2015","07/05/2017","05/06/2015","Lot Codes: 0806140702, 0822140702, 0829140701, 0912140701, 0906150701, 1006140703, 1022140205."
"Food","No","","70493","Terminated","JCB Flavors, LLC","601 Madison Ave","","Sullivan","WI","	53178-9798","United States","Voluntary: Firm Initiated","Letter","WI, IL, MN, CA, IN,  NJ, AR.","F-2140-2015","Class II","JCB FLAVORS, LLC, Product Code 60040, Fajita Seasoning, 4 - 18 oz jars UPC	  75756012843.    ","1040 lbs total from all products","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.","01/08/2015","04/29/2015","07/05/2017","05/06/2015","Lot Codes: 0717140703, 0808140703, 0828140701, 0909140703, 1008140701."
"Devices","No","","70574","Completed","Fresenius Medical Care Holdings, Inc.","920 Winter St","","Waltham","MA","	02451-1521","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and countries of: Canada and Mexico.","Z-1549-2015","Class II","2008 Series Hemodialysis Machines: 2008Kathome - 190895 2008T GEN 2 BIBAG WITHOUT CDX; 190908 2008T HD SYSTEM WITH CDX, CANADA; 190713 2008T HEMODIALYSIS SYS., with CDX; 190766 2008T HEMODIALYSIS SYSTEM W/BIBAG; 190858 2008T HEMODIALYSIS SYSTEM WITHOUT CDX    The Fresenius 2008K is indicated for acute and chronic dialysis therapy.","133,751 in total (US: 130,337 and OUS: Canada 1,201 and Mexico 2,213)","The Acetate value for GranuFlo on the Select Concentrate screen should be 8mEq/l but it is displayed as 4mEq/l. The correct value is shown on the dialysate screen.","02/20/2015","04/29/2015","","05/06/2015","Serial numbers: 0K0S151413  1K0S167702-7721  1K0S169224-244  1K0S170300-311  1K0S171475-499  1K0S171807-849  1K0S172042-061  1K0S172179-199  1K0S172200-205  1K0S172263-266  2K0S174112-149  2K0S174228-246  2K0S175602-628  2K0S179477-501  2K0S180512  2K0S180513  2K0S180516-533  2K0S180542  2K0S180543  2K0S180546  2K0S180628  2K0S180629  2K0S181311-332  2K0S181338-340  2K0S181343-347  2K0S181705-719  3K0S182625-659  3K0S183305-324  3K0S183906-920  3K0S183971-980  3K0S184849-912  3K0S185281-284  3K0S185307-311  3K0S185716-745  3K0S185974-989  3K0S185991-998  3K0S186031-045  3K0S186933-962  3K0S186989-7002  4K0S190280  4K0S190306-  4K0S190307  4K0S190309  4K0S190313  4K0S190319  4K0S190509-543  4K0S190829-854  4K0S191122-141  4K0S191229-234  4K0S191511-513  4K0S191569-572  4K0S191578- 588  4K0S192226-245  4K0S192512  4K0S192514-517  4K0S192520  4K0S192522-524  4K0S192526  4K0S192528  4K0S192529  4K0S192533  4K0S192536  4K0S192538  4K0S192540  4K0S192729  4K0S192735  4K0S-J232  4K0S-J943-J944  4K0S-J947-J952  4K0S-L720-L723  4K0S-M703-M708  4K0S-N151- N160  4K0S-N842- N850  4K0S-N913  4K0S-P288- P299  4K0S-P980- P982  4K0S-Q634- Q643  4K0S-Q688- Q697  4K0S-R079- R083  4K0S-R106- R115  4K0S-R134-R138  4K0S-S703- S722  5K0S-159D- 168D  5K0S-180C- 185C  5K0S-305C- 312C  5K0S-320C- 321C  5K0S-322B  5K0S-354D- 363D  5K0S-451B  5K0S-453B-457B  5K0S-459B- 470B  5K0S-866B- 869B  5K0S-877D- 886D  5K0S-T139  5K0S-T880- T899  5K0S-U131  5K0S-V190- V204  5K0S-X981- X983  5K0S-X986- X990  5K0S-Y001- Y010  5K0S-Z650- Z669  6K0S-004Q  6K0S-006M  6K0S-006Q- 014Q  6K0S-007M- 11M  6K0S-008R- 015R  6K0S-016M- 027M  6K0S-017R- 019R  6K0S-027Q- 031Q  6K0S-050M- 053M  6K0S-056N- 063N  6K0S-085L  6K0S-092L  6K0S-191E- 195E  6K0S-216E- 220E  6K0S-317L- 327L  6K0S-318H- 327H  6K0S-331H- 340H  6K0S-431N- 432N  6K0S-435N- 438N  6K0S-466G- 474G  6K0S-467K- 373K  6K0S-469J- 475K  6K0S-476G- 485G  6K0S-477J- 493J  6K0S-477K- 492K  6K0S-501F- 517F  6K0S-532F- 534F  6K0S-610L  6K0S-668L- 673L  6K0S-715R- 718R  6K0S-721R  6K0S-722R  6K0S-725R- 732R  6K0S-745N- 758N  6K0S-770R- 783R  6K0S-787R  6K0S-801K- 803K  6K0S-805K- 822K  6K0S-834N  6K0S-835N  6K0S-844G- 852G  6K0S-938Q- 946Q  6K0S-949Q- 955Q  6K0S-957Q  6K0S-958Q  6K0S-974P- 976P  6K0S-981P  6K0S-982G  6K0S-985P- 987P  6K0S-992P- 998P  7K0S100575- 579  7K0S100615- 618  7K0S100621  7K0S100714  7K0S100716  7K0S100718- 720  7K0S100936- 938  7K0S100940  7K0S101630- 634  7K0S102597- 605  7K0S102656  7K0S102657  7K0S102659- 665  7K0S102982- 986  7K0S103047- 051  7K0S103528- 532  7K0S103595- 599  7K0S103780- 784  7K0S103840- 844  7K0S103895- 899  7K0S104956- 960  7K0S105016  7K0S105020- 023  7K0S105075- 078  7K0S105080  7K0S105990- 994  7K0S106053- 056  7K0S106115  7K0S106374- 378  7K0S106397- 400  7K0S106422  7K0S106456  7K0S106458- 460  7K0S106467  7K0S107627- 631  7K0S107745- 754  7K0S107921- 925  7K0S107994- 999  7K0S108010  7K0S108012  7K0S108015  7K0S108079  7K0S108080  7K0S108255- 258  7K0S108312  7K0S108327- 330  7K0S108372- 376  7K0S108482- 486  7K0S109370- 374  7K0S109397- 401  7K0S109462- 466  7K0S109902- 906  7K0S110118- 121  7K0S110123  7K0S110136- 138  7K0S110141  7K0S110142  7K0S110412  7K0S110416- 418  7K0S110422  7K0S110427  7K0S110428  7K0S110431  7K0S110433  7K0S110434  7K0S110456  7K0S110460- 463  7K0S110484  7K0S110486  7K0S110487  7K0S110489  7K0S110492  7K0S110513  7K0S110514  7K0S110517  7K0S110518  7K0S110521  7K0S110540  7K0S110542  7K0S110543  7K0S110705  7K0S110706  7K0S110710  7K0S110711  7K0S110713  7K0S110715  7K0S110718  7K0S110732  7K0S110733  7K0S110735  7K0S110737  7K0S110739  7K0S110743  7K0S110750  7K0S110769- 771  8K0S117578- 582  8K0S125841  8K0S125842  8K0S125844- 850  8K0S125865  8K0S128089- 120  8K0S131366-399  8K0S131400- 405  8K0S131412- 416  8K0S131420- 447  9K0S134408  9K0S134500"
"Devices","No","","70574","Completed","Fresenius Medical Care Holdings, Inc.","920 Winter St","","Waltham","MA","	02451-1521","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and countries of: Canada and Mexico.","Z-1550-2015","Class II","2008 Series Hemodialysis Machines: 2008T with the following product code and description:  190395 2008K at Home System - 1st Gen. -¿ Canada;   190828 2008K at Home System - 2nd Gen - U.S.; 190904 2008K at Home System w/ Bibag; 190828 2008KatHOME HEMODIALYSIS SYSTEM;   190395 2008KatHOME MACHINE, SHORT CAB, OLC/DP, HP    The Fresenius 2008K is indicated for acute and chronic dialysis therapy.","133,751 in total  (US: 130,337 and OUS: Canada 1,201 and Mexico 2,213)","The Acetate value for GranuFlo on the Select Concentrate screen should be 8mEq/l but it is displayed as 4mEq/l. The correct value is shown on the dialysate screen.","02/20/2015","04/29/2015","","05/06/2015","Serial Numbers:  0T0S100031- 101358, 1T0S101359- 127938, 2T0S109489- 118130, 3T0S118131- 126163, 4T0S126164- 135408, 9T0S100002, 9T0S100004, 9T0S100007- 100010, 9T0S100012, 9T0S100014- 100016"
"Devices","No","","70574","Completed","Fresenius Medical Care Holdings, Inc.","920 Winter St","","Waltham","MA","	02451-1521","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and countries of: Canada and Mexico.","Z-1551-2015","Class II","2008 Series Hemodialysis Machines: 2008K with the following product code and description:  190305 2008K (w/ OLC); 190371 2008K System Std (w/OLC and Diasafe Plus); 190300 2008K System Std (w/OLC and Diasafe); 190336 2008K System w/ Fifth Module Holder; 190517 2008K System w/ OLC and Diasafe Plus - Spanish; 190302 2008K System w/ OLC and Short Cab; 190306 2008K System w/ Short Cabinet; 190373 2008K System w/ Short Cabinet; 190305 2008K System w/o Diasafe; 190301 2008K System w/o HP; 190372 2008K System w/o HP; 190303 2008K System w/o OLC and Diasafe; 190304 2008K System w/o OLC and Diasafe and HP; 190452 2008K System w/o OLC and w/ Diasafe Plus;  190303 2008K W/O OLC and DIASAFE W/ HEPARIN PUMP; 190304 2008K W/O OLC and DIASAFE W/O HEPARIN PUMP    The Fresenius 2008K is indicated for acute and chronic dialysis therapy.  ","133,751 in total (US: 130,337 and OUS: Canada 1,201 and Mexico 2,213)","The Acetate value for GranuFlo on the Select Concentrate screen should be 8mEq/l but it is displayed as 4mEq/l. The correct value is shown on the dialysate screen.","02/20/2015","04/29/2015","","05/06/2015","Serial Numbers:  0K0S-0009  0K0S-0011- 0015  0K0S-0018  0K0S-0019  0K0S-0021- 0028  0K0S-0030- 0032  0K0S-0034- 0036  0K0S-0038- 0040  0K0S-0042  0K0S-0044- 077  0K0S-0080- 278  0K0S-0280- 285  0K0S-0287- 478  0K0S-0480- 552  0K0S-0554- 677  0K0S-0679- 884  0K0S-0886- 900  0K0S-0902- 916  0K0S-0918  0K0S-0920  0K0S-0921  0K0S-0923- 926  0K0S-0928- 934  0K0S-0936- 942  0K0S-0944- 958  0K0S-0961  0K0S-0962  0K0S-0964- 991  0K0S-0993- 0999  1K0S-1001- 4999  2K0S-5000- 9999  2K0S-A000- A999  2K0S-B000- B999  3K0S-C000- C999  3K0S-D000- D999  3K0S-E000- E999  3K0S-F000- F999  3K0S-G000- G999   3KOS-H000- H999  4H0S-J275  4K0S-J000- J999  4K0S-K000- K999  4K0S-L000- L999  4K0S-M000- M999  4K0S-N000- N999  4K0S-P000- P999  4K0S-Q000- Q999  4K0S-R000- R999  4K0S-S000- S999  4K0S-T615  4KK0S-Q907  50S-W536  5K0S-000A- 999D  5K0S-T000- T999  5K0S-U000- U999  5K0S-V000- V999  5K0S-W000- W999  5K0S-X000- X999  5K0S-Y011- Y999  5K0S-Z000- Z999  5K0-Y176  6K0S-000E- 999E  6K0S-000F- 999E  6K0S-000G- 999E  6K0S-000H- 999H  6K0S-000J- 999J  6K0S-000K- 999K  6K0S-000L- 999L  6K0S-000M- 999M  6K0S-000N- 999N  6K0S-000P- 999P  6K0S-000Q- 999Q  6K0S-000R- 999R  6K0S-000S- 999S  6K0S-000T- 159T  7K0S100001- 115591  7KOS103444  7KOS103556  7KOS104151  7KOS104219  7KOS104293  7KOS104318  8K0S115592- 121299  8K0S121301- 126597  8K0S1269573  8K0S127201- 130767  8K0S130769  8K0S130770- 131327  8K0S131329  8K0S131331  8K0S131333- 1365  8K0S131406- 1411  8K0S131417-1419  8K0S131426  8K0S131448"
"Devices","No","","70574","Completed","Fresenius Medical Care Holdings, Inc.","920 Winter St","","Waltham","MA","	02451-1521","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and countries of: Canada and Mexico.","Z-1552-2015","Class II","2008 Series Hemodialysis Machines: 2008K2 with the following product code and description:  190633 2008K2 HEMO SYSTEM, OPTIONAL MODULE; 190618 2008K2 HEMODIALYSIS SYS OLC/DP, SPANISH; 190610 2008K2 HEMODIALYSIS SYS. OLC/DIASAFE PLS; 190630 2008K2 MACHINE, SHORT CAB, OLC/DP, HP; 190628 2008K2 OLC ONLY WITH HEPARIN PUMP    The Fresenius 2008K is indicated for acute and chronic dialysis therapy.  ","133,751 in total (US: 130,337 and OUS: Canada 1,201 and Mexico 2,213)","The Acetate value for GranuFlo on the Select Concentrate screen should be 8mEq/l but it is displayed as 4mEq/l. The correct value is shown on the dialysate screen.","02/20/2015","04/29/2015","","05/06/2015","Serial Numbers:  0K0S-0678  0K0S-0885  0K0S-0901  0K0S-0917  0K0S-0922  0K0S-0927  0K0S-0935  0K0S-0943  0K0S-0959  0K0S-0960  0K0S-0963  0K0S-0992  0K0S149209-149999  0K0S150000- 152000  0K0S152001- 154000  0K0S154001- 160000  0K0S160001- 162000  0K0S162001- 165353  0S154030  1K0S-1000  1K0S-1022  1K0S-1027  1K0S-1029  1K0S-1035  1K0S-1037  1K0S-1044- 1046  1K0S-1065  1K0S-1067  1K0S-1070  1K0S-1094  1K0S-1095  1K0S-1102  1K0S-1103  1K0S-1121  1K0S165354- 174103  2K0S174104  2K0S174105- 174111  2K0S174150- 182134  2K0S-5783  2K0S-5802  2K0S-6015  2K0S-6046  2K0S-6065  2K0S-6067  2K0S-6109  2K0S-6232  2K0S-6266  2K0S-9573  3K0S182135- 188639  4K0S188640- 192508  4K0S192542  4K0S192545  4K0S192550- 192553  4K0S192555  4K0S192566- 192569  4K0S192571  4K0S192572  4K0S192575- 192577  4K0S192579  4K0S192581  4K0S192584- 192586  4K0S192588  4K0S192593  4K0S192602  4K0S192603  4K0S192605  4K0S192675  4K0S192738- 192740  4K0S-N592  4K0S-Q302  4K0S-Q350  4K0S-Q362  4K0S-Q425  4K0S-Q467  4K0S-Q470  4K0S-Q502  5K0S-132B  5K0S-856B  5K0S-T230  5K0S-V420  5K0S-X901  5K0S-Y378  6K0S-029N  6K0S-151Q  6K0S-180Q  6K0S-205M  6K0S-239M  6K0S-255N  6K0S-315N  6K0S-331Q  6K0S-821G  6K0S-903R  6K0S-942S  7K0S103279  7K0S103983  7K0S104826  7K0S112150  7K0S112155  7K0S115550  8K0S118640  8K0S121287  8K0S122793  8K0S126296- 126305  8K0S126314- 126323  8K0S126573  8K0S128448  8K0S128506  8K0S129030- 129033  8K0S129211- 129321  8K0S129335  8K0S129337- 129339  8K0S129369  8K0S129431- 129435  8K0S129440  8K0S129447- 129490  8K0S129503- 129516  8K0S129893  8K0S130289  8K0S130296  8K0S130300  8K0S130304  8K0S130324  8K0S130345  8K0S130347  8K0S130546  8K0S130548  8K0S130552  8K0S130556  8K0S130559  8K0S130565  8K0S130567  8K0S130571  8K0S130574  8K0S130726  8K0S130751  8K0S130768  8K0S130771- 130773  8K0S130819  8K0S130951  8K0S131043  8K0S131046  8K0S131120  8K0S131133  8K0S131328  8K0S131330  8K0S131449- 132162  9K0S132163- 135000  9K0S135001- 149208  9KOS137160  OKOS149422"
"Devices","No","","70641","Terminated","Baxter Healthcare Corp.","1 Baxter Pkwy","","Deerfield","IL","	60015-4625","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Distribution to the state of FL., and to the countries of :  Belgium, Denmark, Germany, Italy, Japan, Norway, Poland, South Korea, Spain, Sweden and United Arab Emirates.","Z-1536-2015","Class II","The Patient Control Module (PCM) is used in conjunction with a Baxter infusor as a single use device for the control of intermittent bolus doses of medication based on patient demand.","7,596 patient control modules","Potential for device malfunction resulting in flow when the device should not be flowing","04/17/2014","04/27/2015","07/21/2017","05/06/2015","1) Product Code: 2C1067; Lots and Expiration Dates: Lot 11D001 , Expires 4/1/2014 ;  Lot 11D068 , Expires 4/1/2014 ;  Lot 11E048 , Expires 5/1/2014 ;  Lot 11E084 , Expires 5/1/2014 ;  Lot 11F050 , Expires 6/1/2014 ;  Lot 11G019 , Expires 7/1/2014 ;  Lot 11H019 , Expires 8/1/2014 ;  Lot 11H074 , Expires 8/1/2014 ;  Lot 11J042 , Expires 9/1/2014 ;  Lot 11J078 , Expires 9/1/2014 ;  Lot 11M078 , Expires 11/1/2014 ;  Lot 11N027 , Expires 12/1/2014 ;  Lot 12A020 , Expires 1/1/2015 ;  Lot 12A037 , Expires 1/1/2015 ;  Lot 12A050 , Expires 1/1/2015 ;  Lot 12A095 , Expires 2/1/2015 ;  Lot 12B040 , Expires 2/1/2015 ;  Lot 12C033 , Expires 3/1/2015 ;  Lot 12D016 , Expires 4/1/2015 ;  Lot 12D041 , Expires 4/1/2015 ;  Lot 12D089 , Expires 4/1/2015 ;  Lot 12E004 , Expires 5/1/2015 ;  Lot 12F010 , Expires 6/1/2015 ;  Lot 12F036 , Expires 6/1/2015 ;  Lot 12G032 , Expires 7/1/2015 ;  Lot 12G034 , Expires 7/1/2015 ;  Lot 12G057 , Expires 7/1/2015 ;  Lot 12H012 , Expires 7/1/2015 ;  Lot 12H033 , Expires 8/1/2015 ;  Lot 12H077 , Expires 8/1/2015 ;  Lot 12J047 , Expires 9/1/2015 ;  Lot 12K008 , Expires 10/1/2015 ;  Lot 12M036 , Expires 11/1/2015 ;  Lot 12N031 , Expires 12/1/2015 ;  Lot 13A016 , Expires 1/1/2016 ;  Lot 13A084 , Expires 1/1/2016 ;  Lot 13B037 , Expires 2/1/2016 ;  Lot 13C018 , Expires 3/1/2016 ;  Lot 13D012 , Expires 4/1/2016 ;  Lot 13E009' , Expires 5/1/2016 ;  Lot 13E034' , Expires 5/1/2016 ;  Lot 13F044 , Expires 6/1/2016 ;  Lot 13F058 , Expires 6/1/2016 ;  Lot 13G026 , Expires 7/1/2016 ;  Lot 13H025 , Expires 8/1/2016 ;  Lot 13H081 , Expires 8/1/2016 ;  Lot 13J007 , Expires 9/1/2016 ;  Lot 13M052 , Expires 11/1/2016 ;  Lot 13N008 , Expires 12/1/2016 ;  Lot 14A019 , Expires 1/1/2017 ;  Lot 14A033 , Expires 1/1/2017 ;  Lot 14B015 , Expires 2/1/2017 ;      2) Product Code: 2C1067K; Lots and Expiration Dates: Lot 11E025 , Expires 5/31/2014 ;  Lot 11H035 , Expires 8/31/2014 ;  Lot 11N025 , Expires 12/31/2014 ;  Lot 12D061 , Expires 4/30/2015 ;  Lot 12F012 , Expires 6/1/2015 ;  Lot 12K024 , Expires 10/31/2015 ;  Lot 13A047 , Expires 1/31/2016 ;  Lot 13H067 , Expires 8/31/2016 ;  Lot 13N025 , Expires 12/31/2016 ;  Lot 13N026 , Expires 12/31/2016 ;  Lot 13N027 , Expires 12/31/2016 ;  Lot 13N045 , Expires 12/31/2016"
"Devices","No","","70685","Terminated","Ortho-Clinical Diagnostics","100 Indigo Creek Dr","","Rochester","NY","	14626-5101","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution -- USA, Puerto Rico,  Australia, Brazil, Canada, Chile, China, Colombia, England, France, Germany, India, Italy, Japan, Mexico, Republic of Panama, Singapore, Spain, and Venezuela.","Z-1521-2015","Class II","Software Version 2.8 & Below on VITROS 5,1 FS Chemistry Systems, Catalog Number 6801375, Global Trade Item Number 10758750001132, and VITROS 5,1 FS Chemistry System Refurbished, Catalog Number 6801890, Global Trade Item Number 10758750001644; IVD.    Intended for use in the in vitro quantitative, semi quantitative, and qualitative measurement of a variety of analytes of clinical interest, using VITROS Chemistry Products MicroSlides and VITROS Chemistry Products MicroTip Reagents.","VITROS 5.1 System: Domestic - 909; Foreign - 1250; 5,1 Refurbished: Domestic - 66 units, Foreign - 152","Software Anomaly; It is possible for the device to process samples with a cartridge other than the intended cartridge, potentially leading to erroneous patient results. If this anomaly occurred previously, an indication would be a series of results that were similar across multiple samples (i.e., results could be believable or outside of the Reportable Range for the intended assay).","03/10/2015","04/24/2015","","05/06/2015","Software Version 2.8 & Below; VITROS 5,1 FS Chemistry System Serial Numbers 34000119 - 34002323; VITROS 5,1 Refurbished: Serial Numbers - Domestic S/Ns: 34000133, 34000193, 34000197, 34000212, 34000285, 34000316, 34000318, 34000337, 34000360, 34000420, 34000451, 34000464, 34000478, 34000495, 34000497, 34000529, 34000538, 34000552, 34000557, 34000590, 34000596, 34000601, 34000631, 34000642, 34000761, 34000799, 34000805, 34000833, 34000851, 34000893, 34000946, 34000947, 34001006, 34001172, 34001218, 34001240, 34001243, 34001248, 34001251, 34001274, 34001297, 34001311, 34001317, 34001345, 34001378, 34001379, 34001389, 34001390, 34001396, 34001422, 34001472, 34001504, 34001569, 34001572, 34001589, 34001610, 34001612, 34001626, 34001633, 34001668, 34001755, 34001809, 34001840, 34001850, 34001875, 34001897; Foreign S/Ns: 34000123, 34000143, 34000191, 34000215, 34000219, 34000235, 34000251, 34000256, 34000260, 34000261, 34000319, 34000331, 34000380, 34000382, 34000406, 34000408, 34000412, 34000426, 34000431, 34000454, 34000464, 34000473, 34000501, 34000523, 34000530, 34000541, 34000542, 34000546,   34000548, 34000553, 34000558, 34000576, 34000577, 34000584, 34000585,   34000609, 34000612, 34000615, 34000616, 34000617, 34000618, 34000620, 34000625, 34000637, 34000644, 34000672, 34000744, 34000745, 34000755,  34000759, 34000776, 34000793, 34000800, 34000814, 34000831, 34000844,   34000846, 34000852, 34000856, 34000870, 34000876, 34000887, 34000892,  34000902, 34000912, 34000920, 34000938, 34000956, 34000969, 34000976,   34001007, 34001009, 34001044, 34001045, 34001071, 34001075, 34001098,   34001099, 34001111, 34001129, 34001154, 34001161, 34001171, 34001182,   34001204, 34001208, 34001212, 34001234, 34001247, 34001254, 34001271,   34001278, 34001284, 34001288, 34001289, 34001293, 34001298, 34001301,   34001316, 34001325, 34001337, 34001340, 34001348, 34001367, 34001369,   34001399, 34001400, 34001407, 34001410, 34001416, 34001423, 34001427,  34001429, 34001457, 34001490, 34001518, 34001526, 34001551, 34001573,   34001580, 34001581, 34001582, 34001587, 34001589, 34001594, 34001610,   34001618, 34001623, 34001627, 34001673, 34001688, 34001693, 34001725,   34001738, 34001790, 34001796, 34001810, 34001822, 34001831, 34001833,   34001849, 34001855, 34001859, 34001860, 34001867, 34001871, 34001872,   34001881, 34001905, 34001916, 34001923, 34001995.  --- PLEASE NOTE: The serial numbers are sequential, but not all analyzers are released for distribution. Therefore, the amount of each system manufactured may not equal the amount of each system distributed."
"Biologics","No","","70715","Terminated","United Blood Services","6220 E Oak St","","Scottsdale","AZ","	85257-1101","United States","Voluntary: Firm Initiated","FAX","AZ; Switzerland","B-0552-15","Class II","Cryoprecipitated AHF, Pooled","1 unit","Blood products, collected from a donor for whom donor suitability was not adequately determined, were distributed.","01/31/2015","04/24/2015","04/24/2015","05/06/2015","W041014116776G"
"Biologics","No","","70716","Terminated","Rhode Island Blood Center","405 Promenade St","","Providence","RI","	02908-4811","United States","Voluntary: Firm Initiated","Telephone","RI","B-0554-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product, which tested positive for red cell antibodies was not labeled for the red cell antibodies, was distributed.","02/25/2015","04/24/2015","04/24/2015","05/06/2015","W051715604812"
"Biologics","No","","70717","Terminated","Mississippi Valley Reg Bld Ctr","5500 Lakeview Pkwy","","Davenport","IA","	52807-3481","United States","Voluntary: Firm Initiated","Telephone","IA, IL","B-0555-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood products, collected from a donor with high risk behavior(s), were distributed.","01/22/2015","04/24/2015","04/24/2015","05/06/2015","W038314101127"
"Biologics","No","","70717","Terminated","Mississippi Valley Reg Bld Ctr","5500 Lakeview Pkwy","","Davenport","IA","	52807-3481","United States","Voluntary: Firm Initiated","Telephone","IA, IL","B-0556-15","Class II","Plasma Frozen within 24 hours (FP24)","1 unit","Blood products, collected from a donor with high risk behavior(s), were distributed.","01/22/2015","04/24/2015","04/24/2015","05/06/2015","W038314101127"
"Devices","No","","70737","Terminated","Therasage, LLC.","21000 Boca Rio Rd Ste A21c","","Boca Raton","FL","	33433-1504","United States","Voluntary: Firm Initiated","Letter","Nationwide Distribution including SD, IL, TX, OR, NY, WI, GA, and CA.","Z-1539-2015","Class II","FAR-Infrared Heat Home Sauna, 2 person  Indications including, but not limited to Natural pain relief, Negative ion therapy , Heart Health, Cancer Therapy, Lyme Disease, and ... to reduce neurosis and anxiety .","0","Product distributed without 510(k) approval","12/23/2014","04/28/2015","08/06/2015","05/06/2015","TS4544"
"Devices","No","","70737","Terminated","Therasage, LLC.","21000 Boca Rio Rd Ste A21c","","Boca Raton","FL","	33433-1504","United States","Voluntary: Firm Initiated","Letter","Nationwide Distribution including SD, IL, TX, OR, NY, WI, GA, and CA.","Z-1540-2015","Class II","FAR-Infrared Heat Home Sauna, 3 person  Indications including, but not limited to Natural pain relief, Negative ion therapy , Heart Health, Cancer Therapy, Lyme Disease, and ... to reduce neurosis and anxiety .","0","Product distributed without 510(k) approval","12/23/2014","04/28/2015","08/06/2015","05/06/2015","TS5651"
"Devices","No","","70737","Terminated","Therasage, LLC.","21000 Boca Rio Rd Ste A21c","","Boca Raton","FL","	33433-1504","United States","Voluntary: Firm Initiated","Letter","Nationwide Distribution including SD, IL, TX, OR, NY, WI, GA, and CA.","Z-1541-2015","Class II","Portable FAR Infrared Sauna  Indications including, but not limited to Natural pain relief, Negative ion therapy , Heart Health, Cancer Therapy, Lyme Disease, and ... to reduce neurosis and anxiety .","8 devices","Product distributed without 510(k) approval","12/23/2014","04/28/2015","08/06/2015","05/06/2015","PS2002"
